Threshold,Precision,Recall,FPR,Method,Category
0.08,0.9,1.0,1.0,lch,Dangerous
0.09,0.9,1.0,1.0,lch,Dangerous
0.1,0.8947368421052632,0.9444444444444444,1.0,lch,Dangerous
0.11,0.8947368421052632,0.9444444444444444,1.0,lch,Dangerous
0.12,0.8947368421052632,0.9444444444444444,1.0,lch,Dangerous
0.13,0.8947368421052632,0.9444444444444444,1.0,lch,Dangerous
0.14,0.8888888888888888,0.8888888888888888,1.0,lch,Dangerous
0.15,0.8888888888888888,0.8888888888888888,1.0,lch,Dangerous
0.16,0.8888888888888888,0.8888888888888888,1.0,lch,Dangerous
0.17,0.8888888888888888,0.8888888888888888,1.0,lch,Dangerous
0.18,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.19,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.2,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.21,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.22,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.23,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.24,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.25,0.9411764705882353,0.8888888888888888,0.5,lch,Dangerous
0.26,0.9375,0.8333333333333334,0.5,lch,Dangerous
0.27,0.9375,0.8333333333333334,0.5,lch,Dangerous
0.28,1.0,0.7777777777777778,0.0,lch,Dangerous
0.29,1.0,0.7222222222222222,0.0,lch,Dangerous
0.3,1.0,0.7222222222222222,0.0,lch,Dangerous
0.31,1.0,0.7222222222222222,0.0,lch,Dangerous
0.32,1.0,0.6111111111111112,0.0,lch,Dangerous
0.33,1.0,0.6111111111111112,0.0,lch,Dangerous
0.34,1.0,0.5,0.0,lch,Dangerous
0.35000000000000003,1.0,0.5,0.0,lch,Dangerous
0.36,1.0,0.5,0.0,lch,Dangerous
0.37,1.0,0.5,0.0,lch,Dangerous
0.38,1.0,0.4444444444444444,0.0,lch,Dangerous
0.39,1.0,0.3333333333333333,0.0,lch,Dangerous
0.4,1.0,0.2222222222222222,0.0,lch,Dangerous
0.41000000000000003,1.0,0.16666666666666666,0.0,lch,Dangerous
0.42,1.0,0.16666666666666666,0.0,lch,Dangerous
0.43,1.0,0.16666666666666666,0.0,lch,Dangerous
0.44,1.0,0.1111111111111111,0.0,lch,Dangerous
0.45,1.0,0.1111111111111111,0.0,lch,Dangerous
0.46,1.0,0.1111111111111111,0.0,lch,Dangerous
0.47000000000000003,1.0,0.05555555555555555,0.0,lch,Dangerous
0.48,1.0,0.05555555555555555,0.0,lch,Dangerous
0.49,0.0,0.0,0.0,lch,Dangerous
0.5,0.0,0.0,0.0,lch,Dangerous
0.51,0.0,0.0,0.0,lch,Dangerous
0.52,0.0,0.0,0.0,lch,Dangerous
0.53,0.0,0.0,0.0,lch,Dangerous
0.54,0.0,0.0,0.0,lch,Dangerous
0.55,0.0,0.0,0.0,lch,Dangerous
0.56,0.0,0.0,0.0,lch,Dangerous
0.5700000000000001,0.0,0.0,0.0,lch,Dangerous
0.58,0.0,0.0,0.0,lch,Dangerous
0.59,0.0,0.0,0.0,lch,Dangerous
0.6,0.0,0.0,0.0,lch,Dangerous
0.61,0.0,0.0,0.0,lch,Dangerous
0.62,0.0,0.0,0.0,lch,Dangerous
0.63,0.0,0.0,0.0,lch,Dangerous
0.64,0.0,0.0,0.0,lch,Dangerous
0.65,0.0,0.0,0.0,lch,Dangerous
0.66,0.0,0.0,0.0,lch,Dangerous
0.67,0.0,0.0,0.0,lch,Dangerous
0.68,0.0,0.0,0.0,lch,Dangerous
0.6900000000000001,0.0,0.0,0.0,lch,Dangerous
0.7000000000000001,0.0,0.0,0.0,lch,Dangerous
0.71,0.0,0.0,0.0,lch,Dangerous
0.72,0.0,0.0,0.0,lch,Dangerous
0.73,0.0,0.0,0.0,lch,Dangerous
0.74,0.0,0.0,0.0,lch,Dangerous
0.75,0.0,0.0,0.0,lch,Dangerous
0.76,0.0,0.0,0.0,lch,Dangerous
0.77,0.0,0.0,0.0,lch,Dangerous
0.78,0.0,0.0,0.0,lch,Dangerous
0.79,0.0,0.0,0.0,lch,Dangerous
0.8,0.0,0.0,0.0,lch,Dangerous
0.81,0.0,0.0,0.0,lch,Dangerous
0.8200000000000001,0.0,0.0,0.0,lch,Dangerous
0.8300000000000001,0.0,0.0,0.0,lch,Dangerous
0.84,0.0,0.0,0.0,lch,Dangerous
0.85,0.0,0.0,0.0,lch,Dangerous
0.86,0.0,0.0,0.0,lch,Dangerous
0.87,0.0,0.0,0.0,lch,Dangerous
0.88,0.0,0.0,0.0,lch,Dangerous
0.89,0.0,0.0,0.0,lch,Dangerous
0.9,0.0,0.0,0.0,lch,Dangerous
0.91,0.0,0.0,0.0,lch,Dangerous
0.92,0.0,0.0,0.0,lch,Dangerous
0.93,0.0,0.0,0.0,lch,Dangerous
0.9400000000000001,0.0,0.0,0.0,lch,Dangerous
0.9500000000000001,0.0,0.0,0.0,lch,Dangerous
0.96,0.0,0.0,0.0,lch,Dangerous
0.97,0.0,0.0,0.0,lch,Dangerous
0.98,0.0,0.0,0.0,lch,Dangerous
0.99,0.0,0.0,0.0,lch,Dangerous
1.0,0.0,0.0,0.0,lch,Dangerous
